"# Program:featureCounts v1.5.1; Command:""featureCounts"" ""-p"" ""-T"" ""4"" ""-C"" ""-t"" ""transcript"" ""-g"" ""gene_name"" ""-a"""						
Geneid	Chr	Start	End	Strand	Length	F8
Mpi	9;9;9;9;9	57544256;57548257;57548590;57549130;57549976	57552763;57552266;57549672;57552709;57552716	-;-;-;-;-	8508	0
Scamp2	9	57560944	57588797	+	27854	0
Ulk3	9	57589452	57596233	+	6782	0
Cplx3	9	57600019	57606281	-	6263	0
Lman1l	9;9	57607085;57607085	57620774;57620774	-;-	13690	0
Csk	9	57626647	57645653	-	19007	0
Cyp1a2	9	57676937	57683655	-	6719	0
Cyp1a1	9	57697613	57703822	+	6210	0
Edc3	9;9;9	57708540;57708555;57708567	57752499;57751403;57715980	+;+;+	43960	0
Clk3	9	57750711	57765860	-	15150	0
Gm17231	9;9;9	57777865;57825945;57827347	57833961;57834295;57834200	+;+;+	56431	0
Arid3b	9;9;9;9;9;9;9;9;9;9	57790353;57790356;57790359;57790513;57792161;57792423;57794686;57794687;57798150;57808130	57836706;57836708;57791648;57834236;57796221;57836478;57836761;57836793;57820627;57836770	-;-;-;-;-;-;-;-;-;-	46441	0
Ubl7	9	57910986	57929968	+	18983	0
Sema7a	9	57940113	57962864	+	22752	0
Gm17322	9	57998041	58007451	+	9411	0
Cyp11a1	9	58015013	58027020	+	12008	0
Ccdc33	9;9;9;9;9;9;9;9;9	58028677;58028678;58028682;58028719;58033232;58067503;58077013;58086324;58111789	58102297;58118823;58102225;58030976;58042036;58114360;58082069;58102297;58118807	-;-;-;-;-;-;-;-;-	90147	0
Gm16130	9	58032274	58048997	+	16724	0
Stra6	9;9;9;9;9;9;9;9;9;9;9;9;9;9	58063788;58079310;58079385;58129088;58129349;58129501;58131897;58134017;58134075;58134075;58134535;58134665;58134665;58134810	58142031;58141222;58139435;58153955;58153953;58140871;58140444;58141196;58153996;58141112;58141118;58153996;58141128;58139366	+;+;+;+;+;+;+;+;+;+;+;+;+;+	90209	0
Gm16131	9	58117815	58118989	+	1175	0
Islr	9;9	58156265;58156265	58158554;58159221	-;-	2957	0
Islr2	9;9;9;9;9	58196298;58196298;58196298;58196298;58196298	58201715;58204319;58202534;58202285;58201799	-;-;-;-;-	8022	0
1600029O15Rik	9;9;9	58202897;58202897;58208038	58208808;58208808;58208554	+;+;+	5912	0
Pml	9;9;9;9;9;9;9;9;9;9;9;9	58218076;58218076;58218086;58218087;58218542;58219751;58220263;58221050;58229848;58230391;58247068;58247113	58249786;58249786;58249733;58249665;58233385;58249660;58230127;58249786;58249786;58233395;58249623;58249786	-;-;-;-;-;-;-;-;-;-;-;-	31711	0
mmu-mir-6385	9	58221150	58221254	+	105	0
Stoml1	9	58253164	58262523	+	9360	0
Loxl1	9	58287723	58313212	-	25490	0
Tbc1d21	9	58359804	58370369	-	10566	0
4930461G14Rik	9	58455173	58469623	+	14451	0
6030419C18Rik	9	58488603	58499742	+	11140	0
Cd276	9;9	58524300;58524302	58540941;58555132	-;-	30833	0
Gm10657	9	58554799	58555829	+	1031	0
Nptn	9;9;9;9;9;9;9;9;9;9;9;9;9	58582240;58582292;58582374;58582406;58582407;58582407;58582436;58582441;58582444;58629105;58629106;58650199;58651976	58651318;58652878;58640680;58652878;58643806;58651318;58651318;58651962;58643668;58657955;58655208;58652057;58652818	+;+;+;+;+;+;+;+;+;+;+;+;+	75716	0
2410076I21Rik	9;9	58652856;58652878	58659292;58741559	-;-	88704	0
Gm20620	9	58695844	58696011	-	168	0
Hcn4	9	58823512	58860955	+	37444	0
Neo1	9	58874679	59036441	-	161763	0
Gm7589	9	59145674	59146210	-	537	0
Adpgk	9	59291572	59316199	+	24628	0
Bbs4	9	59321966	59353508	-	31543	0
Arih1	9;9;9;9;9;9;9	59388258;59393113;59393294;59394885;59394970;59425736;59436624	59486614;59486618;59486347;59405794;59406053;59486056;59486083	-;-;-;-;-;-;-	98361	0
Rps11-ps1	9	59471759	59472233	-	475	0
Tmem202	9	59518686	59525501	-	6816	0
Hexa	9	59539667	59565105	+	25439	0
Celf6	9;9;9;9;9;9;9;9	59577917;59578192;59578192;59578337;59589288;59589339;59602658;59604033	59607292;59607292;59607292;59607292;59607291;59606318;59603411;59606101	+;+;+;+;+;+;+;+	29376	0
Parp6	9;9;9	59617284;59617284;59618672	59650290;59650290;59650279	+;+;+	33007	0
Pkm	9;9	59656368;59656368	59679375;59679375	+;+	23008	0
Gramd2	9;9;9;9;9;9	59680144;59707637;59707764;59710157;59711181;59714116	59713923;59718874;59716424;59713841;59716314;59718874	+;+;+;+;+;+	38731	0
Senp8	9;9;9	59734259;59734259;59734259	59750649;59750649;59750649	-;-;-	16391	0
Myo9a	9;9;9;9;9;9;9;9	59750896;59750896;59750896;59871771;59896524;59905840;59907093;59909898	59928866;59928866;59928866;59885364;59906267;59910650;59912573;59910940	+;+;+;+;+;+;+;+	177971	0
Gm7613	9	59766717	59767203	-	487	0
Gm2735	9	59844327	59844603	-	277	0
Nr2e3	9;9;9;9;9;9;9;9;9	59942771;59942771;59942771;59942987;59943128;59946750;59947371;59948598;59948718	59960659;59950034;59950117;59950110;59950074;59948791;59949394;59960655;59950074	-;-;-;-;-;-;-;-;-	17889	0
Gm7616	9	59951285	59959044	+	7760	0
Gm15507	9;9;9	59957511;59957713;59960596	59961771;59961771;59961801	-;-;-	4291	0
Thsd4	9;9;9;9;9;9	59966931;59966931;59969719;59993115;60428226;60509875	60511035;60497126;60141220;60001588;60522046;60511007	-;-;-;-;-;-	555116	0
Gm23668	9	60042069	60042179	-	111	0
Gm22099	9	60419863	60419985	+	123	0
Lrrc49	9;9;9;9;9;9;9;9;9;9	60568859;60569172;60587229;60587229;60587239;60587239;60587822;60609716;60610270;60680510	60688124;60649801;60688158;60688118;60687534;60687534;60598589;60687903;60649710;60687672	-;-;-;-;-;-;-;-;-;-	119300	0
B930082K07Rik	9	60687719	60690397	+	2679	0
Larp6	9	60712989	60738801	+	25813	0
1700036A12Rik	9	60769602	60769955	+	354	0
Uaca	9	60794548	60880370	+	85823	0
Gm9869	9	60821855	60838200	-	16346	0
Gm10655	9	61370797	61372193	-	1397	0
Tle3	9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9	61372366;61372383;61372858;61373219;61373381;61373385;61373416;61373417;61373438;61373482;61373514;61373535;61373672;61374329;61375529;61401859;61402461;61409937	61418497;61417905;61418487;61418486;61409365;61417837;61407439;61418490;61416716;61401892;61416976;61418080;61416976;61394637;61416976;61410134;61417835;61418419	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	46132	0
Rplp1	9	61913284	61914538	-	1255	0
Kif23	9	61917280	61946799	-	29520	0
Paqr5	9;9;9	61953481;61953738;61956046	62026801;62026856;61976573	-;-;-	73376	0
Gm23221	9	62020594	62020686	+	93	0
Glce	9	62057248	62070606	-	13359	0
Mir5133	9	62122518	62122594	-	77	0
Gm25603	9	62242763	62242867	-	105	0
Spesp1	9	62270729	62282179	-	11451	0
Anp32a	9;9;9;9;9;9;9;9;9;9	62341293;62341329;62341902;62342075;62342464;62344063;62344799;62366938;62366944;62373439	62377701;62378812;62374718;62377672;62373583;62373596;62374715;62373676;62377307;62377781	+;+;+;+;+;+;+;+;+;+	37520	0
Coro2b	9;9;9;9;9;9;9	62419492;62425583;62427936;62428263;62429334;62432494;62453283	62537044;62428001;62510498;62429250;62449148;62520436;62536960	-;-;-;-;-;-;-	117553	0
n-R5s84	9	62515029	62515137	+	109	0
Itga11	9;9	62677826;62677860	62783982;62777111	+;+	106157	0
Fem1b	9	62791832	62811648	-	19817	0
Gm26609	9	62804478	62808234	+	3757	0
Cln6	9;9;9;9	62838785;62838792;62846015;62847033	62852006;62846018;62850711;62851162	+;+;+;+	13222	0
Gm10653	9;9;9;9	62841477;62841477;62841491;62841513	62862024;62868000;62842150;62842347	-;-;-;-	26524	0
Calml4	9;9	62858104;62858104	62875918;62875918	+;+	17815	0
Pias1	9	62880077	62980879	-	100803	0
Gm24526	9	63027560	63027717	+	158	0
Gm25064	9	63133283	63133389	+	107	0
Skor1	9;9;9	63138170;63138170;63138176	63147011;63148961;63146980	-;-;-	10792	0
Map2k5	9	63163769	63377902	-	214134	0
2300009A05Rik	9	63394447	63399244	-	4798	0
Gm16759	9;9	63399381;63531352	63568691;63567017	+;+	169311	0
Iqch	9;9;9;9;9;9	63421455;63421620;63421620;63421662;63421835;63585088	63602493;63602448;63602448;63602483;63602417;63602485	-;-;-;-;-;-	181039	0
Gm25995	9	63442319	63442460	+	142	0
Gm6257	9	63443166	63444075	-	910	0
Aagab	9	63602655	63641889	+	39235	0
Smad3	9;9;9;9;9	63646767;63654771;63654799;63666148;63667813	63757994;63666547;63711969;63751077;63743265	-;-;-;-;-	111228	0
Smad6	9;9;9	63953076;63954009;64021760	64022059;64016987;64022032	-;-;-	68984	0
1700055C04Rik	9	64038465	64041465	-	3001	0
Gm25606	9	64048496	64048590	+	95	0
1110036E04Rik	9	64049829	64054100	+	4272	0
Scarletltr	9	64080761	64086961	+	6201	0
Lctl	9;9;9;9;9;9	64117147;64117172;64117229;64117259;64121606;64122035	64138118;64118135;64118011;64138114;64138105;64126926	+;+;+;+;+;+	20972	0
Zwilch	9;9;9;9;9;9;9;9;9;9;9;9;9	64137144;64137712;64137993;64139904;64139981;64139983;64144187;64147393;64155188;64160975;64161394;64162682;64168113	64173104;64144214;64172879;64172894;64150268;64147376;64155502;64155750;64172913;64172906;64172888;64172890;64172903	-;-;-;-;-;-;-;-;-;-;-;-;-	35961	0
Rpl4	9	64173387	64178562	+	5176	0
Gm23344	9	64175048	64175115	+	68	0
Snord16a	9	64175423	64175521	+	99	0
Gm22571	9	64175873	64175942	+	70	0
Gm23136	9	64176661	64176759	+	99	0
Gm22455	9	64177123	64177193	+	71	0
Snapc5	9	64179297	64182684	+	3388	0
Map2k1	9;9;9;9	64185770;64186529;64186737;64187289	64253631;64187864;64188256;64195678	-;-;-;-	67862	0
Gm24106	9	64225523	64225649	+	127	0
Uchl4	9	64235201	64236362	+	1162	0
Tipin	9	64281607	64304792	+	23186	0
Gm24289	9	64295931	64296065	+	135	0
Dis3l	9;9;9;9;9;9;9;9	64306756;64306757;64307011;64307011;64323886;64329528;64336633;64339457	64341257;64341288;64341153;64340457;64341156;64336597;64340763;64341257	-;-;-;-;-;-;-;-	34533	0
Megf11	9;9;9;9;9;9;9;9;9;9	64385626;64385626;64385626;64385683;64385686;64501336;64501601;64546899;64660459;64693781	64700975;64707290;64709205;64649845;64709205;64509072;64687753;64638466;64692405;64705933	+;+;+;+;+;+;+;+;+;+	323580	0
Rab11a	9;9;9;9;9;9;9;9;9	64715299;64716503;64716605;64716706;64716770;64716903;64716943;64716953;64726691	64737758;64737742;64725720;64726710;64726453;64737730;64737623;64737752;64736511	-;-;-;-;-;-;-;-;-	22460	0
Dennd4a	9	64811340	64919667	+	108328	0
Gm24347	9	64881784	64881925	-	142	0
Slc24a1	9	64922861	64951607	-	28747	0
Vwa9	9;9	64960832;64960937	64986974;64986974	+;+	26143	0
Gm25640	9	64971669	64971793	-	125	0
Ptplad1	9	64986985	65021717	-	34733	0
Dpp8	9;9	65032458;65032722	65082650;65080990	+;+	50193	0
Igdcc4	9;9;9	65101486;65101486;65101535	65137940;65137940;65135580	+;+;+	36455	0
Igdcc3	9	65141154	65185857	+	44704	0
Gm25313	9	65196572	65196687	-	116	0
Rnu5g	9	65201726	65201841	-	116	0
Parp16	9	65214690	65239219	+	24530	0
Cilp	9;9	65265180;65265823	65280605;65280535	+;+	15426	0
Clpx	9;9;9;9	65294260;65294295;65294332;65310152	65330657;65330658;65309230;65318737	+;+;+;+	36399	0
Gm16218	9;9	65297532;65297564	65297919;65297917	-;-	388	0
Pdcd7	9	65346068	65359642	+	13575	0
Gm514	9	65361060	65380377	+	19318	0
Kbtbd13	9	65388684	65391652	-	2969	0
Rasl12	9;9	65398488;65398488	65414853;65412708	+;+	16366	0
Slc51b	9	65412753	65422773	-	10021	0
Mtfmt	9;9;9;9	65435782;65435788;65437025;65443541	65453054;65452417;65447277;65452125	+;+;+;+	17273	0
Spg21	9	65460937	65488470	+	27534	0
Ankdd1a	9	65501453	65516999	-	15547	0
Plekho2	9	65554386	65580040	-	25655	0
Pif1	9;9;9;9;9;9;9;9	65587160;65587182;65587193;65587205;65587205;65587213;65587221;65587226	65595964;65587837;65595962;65595967;65590492;65595967;65595967;65588280	+;+;+;+;+;+;+;+	8808	0
Rbpms2	9;9	65629648;65630582	65660528;65660505	+;+	30881	0
Oaz2	9;9;9;9;9;9;9;9	65668001;65669712;65676548;65676548;65676579;65676586;65676591;65687806	65688882;65687825;65690300;65690300;65688547;65690266;65688538;65689517	+;+;+;+;+;+;+;+	22300	0
Zfp609	9;9;9	65692391;65699870;65795230	65827564;65701144;65797912	-;-;-	135174	0
Trip4	9;9;9;9;9;9;9;9;9;9	65828930;65831136;65831759;65833156;65839010;65880994;65894577;65894915;65895381;65898301	65908794;65885055;65908676;65885056;65853213;65908786;65908719;65908786;65908794;65908786	-;-;-;-;-;-;-;-;-;-	79865	0
n-R5s85	9	65836353	65836465	+	113	0
Gm16073	9	65838167	65838683	+	517	0
2810417H13Rik	9;9;9	65890237;65890320;65890362	65903266;65893820;65893148	+;+;+	13030	0
Gm23248	9	65900201	65900308	+	108	0
Csnk1g1	9;9;9;9;9;9;9;9	65908974;65908986;65909020;65909030;65909060;65909439;66010061;66019831	66004168;66045009;65958666;65975668;65973599;66043075;66013017;66030869	+;+;+;+;+;+;+;+	136036	0
Gm22657	9	65952314	65952445	-	132	0
Ppib	9	66060169	66066629	+	6461	0
Snx22	9	66065176	66069731	-	4556	0
Snx1	9;9;9;9;9;9;9	66088133;66089124;66094187;66096559;66097406;66104475;66109142	66124886;66091347;66096591;66101698;66126587;66105724;66124797	-;-;-;-;-;-;-	38455	0
Fam96a	9	66126611	66138955	+	12345	0
Dapk2	9;9;9;9	66158223;66158235;66220747;66268374	66272242;66222080;66268950;66271715	+;+;+;+	114020	0
Herc1	9;9;9;9;9;9;9	66350450;66350526;66441911;66451126;66468621;66496555;66500254	66374070;66508775;66452299;66464754;66476745;66500520;66507593	+;+;+;+;+;+;+	158326	0
Gm23428	9	66360641	66360742	-	102	0
Fbxl22	9	66508459	66514593	-	6135	0
Usp3	9;9;9;9;9;9;9;9;9;9;9	66514637;66516234;66517227;66517877;66518075;66518249;66518408;66526661;66526976;66545462;66547867	66593142;66593000;66593036;66592958;66593006;66520339;66520820;66530402;66540351;66566926;66576038	-;-;-;-;-;-;-;-;-;-;-	78506	0
Gm15563	9	66572001	66582059	+	10059	0
Car12	9;9;9;9;9	66713686;66713727;66713728;66713730;66747710	66766845;66754474;66747878;66766842;66764317	+;+;+;+;+	53160	0
Aph1b	9;9;9	66775202;66775209;66779193	66795490;66795436;66795376	-;-;-	20289	0
Gm10647	9	66797039	66799074	+	2036	0
BC050972	9;9;9	66798678;66798911;66798940	66802859;66802559;66804359	-;-;-	5682	0
Ppp1r2-ps4	9;9	66805306;66805306	66805938;66805938	-;-	633	0
Aph1c	9;9	66814994;66819284	66834726;66834648	-;-	19733	0
Gm17098	9	66834699	66835534	+	836	0
Rab8b	9	66843672	66919705	-	76034	0
Rps27l	9;9;9;9;9;9	66946086;66946091;66946166;66946355;66947642;66948563	66949512;66949514;66949468;66949516;66949468;66949511	+;+;+;+;+;+	3431	0
Lactb	9	66955393	66975484	-	20092	0
Gm24225	9	66981088	66981185	-	98	0
Tpm1	9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9	67022590;67022590;67022590;67022592;67022593;67022593;67022606;67022606;67022615;67022622;67024324;67024326;67027892;67027892;67027966;67027989;67028048;67028848;67029920;67032220;67033778	67043907;67049267;67049406;67043802;67043962;67049209;67049186;67049201;67049275;67043778;67049172;67043709;67049213;67049264;67043841;67049143;67043733;67049262;67032825;67049118;67049191	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	26817	0
Gm22145	9	67104208	67104355	+	148	0
Tln2	9;9	67217087;67221138	67559703;67539392	-;-	342617	0
Mir190	9	67236651	67236735	-	85	0
mmu-mir-7241	9	67727717	67727780	-	64	0
mmu-mir-7242	9	67729499	67729577	-	79	0
M5C1000I18Rik	9	67758713	67760208	-	1496	0
C2cd4b	9	67759437	67760929	+	1493	0
C2cd4a	9	67830532	67832330	-	1799	0
Vps13c	9	67840396	67995634	+	155239	0
Gm22382	9	68280574	68280703	+	130	0
Gm22169	9	68461339	68461445	-	107	0
Gm22962	9	68510163	68510235	+	73	0
Rora	9;9;9;9;9;9	68653786;68653786;68653891;68655303;69195541;69289682	68664967;69388246;69364494;68664180;69250834;69379809	+;+;+;+;+;+	734461	0
F830001A07Rik	9	68835341	68835776	+	436	0
Gm15511	9	69348889	69364247	-	15359	0
Narg2	9;9;9;9;9;9;9;9;9;9	69397906;69397923;69397927;69397933;69397935;69397937;69397957;69398648;69416715;69416873	69433122;69432070;69407322;69407696;69407334;69407953;69410178;69407181;69425705;69427024	+;+;+;+;+;+;+;+;+;+	35217	0
Gm4978	9	69450232	69451035	-	804	0
Anxa2	9;9;9;9;9;9	69453620;69453716;69454066;69478465;69480111;69486783	69491795;69485257;69483859;69491795;69491513;69488108	+;+;+;+;+;+	38176	0
Mir3109	9	69456944	69457031	+	88	0
Gm16144	9	69477029	69479598	-	2570	0
Gm23728	9	69671352	69671421	+	70	0
Foxb1	9	69757710	69760940	-	3231	0
B230323A14Rik	9;9	69758740;69761146	69830845;69830199	+;+	72106	0
Bnip2	9;9;9;9;9;9;9;9	69989466;69989504;69989515;69989517;69995478;69997176;69998232;70003379	70008317;70008255;70004007;69999158;70007115;70002238;70003637;70004763	+;+;+;+;+;+;+;+	18852	0
Gtf2a2	9;9;9;9;9;9;9;9;9;9;9;9;9;9;9	70012550;70012554;70012565;70012566;70012568;70012571;70012571;70012574;70012579;70012584;70012595;70012643;70015812;70016819;70019048	70022866;70022738;70022737;70022738;70022515;70022737;70018221;70019474;70019469;70015638;70019486;70022738;70022737;70019910;70022737	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10317	0
Gcnt3	9	70031496	70038088	-	6593	0
Fam81a	9;9;9;9	70089310;70102550;70124965;70124996	70141578;70103076;70141803;70142560	-;-;-;-	53251	0
Gm24257	9	70148806	70148936	-	131	0
Gm26849	9	70169986	70197548	-	27563	0
Myo1e	9	70207350	70400067	+	192718	0
Gm25590	9	70405694	70405753	-	60	0
Ccnb2	9	70407689	70421554	-	13866	0
Rnf111	9;9	70425429;70425430	70503725;70503354	-;-	78297	0
Gm24615	9	70475484	70475596	+	113	0
Gm23588	9	70517200	70517298	+	99	0
Gm23730	9	70521598	70521704	-	107	0
Gm22229	9	70537814	70537921	+	108	0
Sltm	9	70542920	70592237	+	49318	0
Fam63b	9	70599014	70657174	-	58161	0
Gm10642	9	70656251	70657860	+	1610	0
Adam10	9;9;9;9	70678997;70678997;70679016;70776053	70780229;70778382;70748114;70778378	+;+;+;+	101233	0
Lipc	9	70798129	70934808	-	136680	0
Gm25149	9	70799556	70799637	-	82	0
Gm3436	9	70852576	70853418	+	843	0
Aqp9	9;9;9;9;9;9;9;9;9;9	71110659;71110661;71110662;71111844;71162973;71163029;71163475;71163475;71163476;71165137	71163289;71163260;71162633;71168657;71165222;71167893;71168682;71167633;71168677;71167849	-;-;-;-;-;-;-;-;-;-	58024	0
Aldh1a2	9	71215789	71296243	+	80455	0
Polr2m	9;9;9	71478437;71478471;71481472	71485935;71484958;71485910	-;-;-	7499	0
Gcom1	9;9;9;9	71479325;71479325;71479325;71479325	71592265;71592265;71592265;71592265	-;-;-;-	112941	0
Myzap	9;9;9;9;9	71504347;71504347;71505058;71561038;71564492	71592360;71592360;71592265;71579885;71592342	-;-;-;-;-	88014	0
Cgnl1	9;9;9;9;9;9	71626509;71626509;71628859;71629211;71630338;71632633	71771602;71771602;71631109;71771560;71631330;71648350	-;-;-;-;-;-	145094	0
RP23-79K5.1	9	71827276	71827537	-	262	0
Tcf12	9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9	71842688;71844252;71844268;71844273;71844277;71844723;71845512;71849891;71849894;71858587;71868224;71875989;71875989;71882732;71883122;71883743;71883764;71884437;71885215;71942445;72106139	72111847;71896086;72111821;71896396;72111807;72111651;72111871;71896089;72111812;72111202;71884711;71895985;72109724;72000476;72000474;72111772;72111600;71922710;72111792;72111847;72110481	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	269184	0
RP23-16D16.1	9	71908843	71909551	+	709	0
RP23-16D16.2	9	71948879	71948977	+	99	0
Rpl15-ps2	9	72060937	72061549	+	613	0
Gm25045	9	72121806	72121904	-	99	0
RP24-221A23.1	9	72128587	72129391	+	805	0
Gm7866	9;9	72174579;72174580	72174959;72174958	-;-	381	0
RP23-292F17.6	9	72179183	72179758	-	576	0
RP23-292F17.7	9	72207706	72230306	-	22601	0
RP23-292F17.1	9	72209555	72210170	+	616	0
Gm25163	9	72257036	72257139	-	104	0
RP23-292F17.5	9	72268614	72274856	-	6243	0
Zfp280d	9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9	72274860;72274879;72274879;72274906;72274907;72274915;72274979;72274981;72275004;72295288;72298727;72307147;72312101;72312141;72312663;72323056;72328248;72331081;72331127;72338748;72360202	72362891;72341093;72363777;72362411;72363498;72288733;72287421;72299175;72363761;72363516;72323049;72309253;72313678;72324108;72319756;72329308;72330336;72334584;72361947;72362668;72363627	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	88918	0
RP23-292F17.2	9	72289667	72290111	+	445	0
RP23-292F17.4	9	72292542	72293340	-	799	0
BC065403	9;9	72361735;72408644	72409945;72409867	-;-	48211	0
RP24-282D16.2	9;9;9	72395974;72395980;72403419	72404510;72402727;72404092	+;+;+	8537	0
RP24-282D16.6	9	72409268	72409878	+	611	0
RP24-282D16.5	9	72431127	72431643	-	517	0
Mns1	9;9;9	72438011;72438526;72438535	72448729;72452742;72459199	+;+;+	21189	0
RP23-296I6.1	9	72441079	72441779	-	701	0
Tex9	9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9	72450394;72458572;72459720;72460344;72461075;72461076;72461103;72461179;72461926;72461945;72461975;72477737;72477837;72477838;72480240;72480419	72491956;72491956;72492101;72475263;72492212;72492101;72492207;72492101;72491961;72480303;72488036;72478603;72486795;72491939;72492089;72491935	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	41819	0
Gm26266	9	72511209	72511334	-	126	0
4930509E16Rik	9	72518250	72531858	-	13609	0
Rfx7	9;9;9;9;9;9;9	72532240;72532240;72532243;72532609;72532735;72599598;72610389	72622829;72622937;72605019;72612423;72612486;72602355;72612474	+;+;+;+;+;+;+	90698	0
RP23-296I6.5	9	72551728	72551935	+	208	0
RP23-296I6.9	9	72606381	72607197	-	817	0
RP23-296I6.3	9;9	72613790;72613924	72616881;72617053	-;-	3264	0
RP23-296I6.12	9	72618693	72619520	-	828	0
Gm23057	9	72633447	72633553	+	107	0
Nedd4	9;9;9;9;9;9;9;9;9;9	72662346;72662438;72662482;72662487;72662490;72668669;72668680;72739472;72741444;72745839	72749852;72672148;72720790;72712229;72663299;72672129;72720355;72748158;72747153;72747263	+;+;+;+;+;+;+;+;+;+	87507	0
RP23-461P14.6	9	72774063	72776225	-	2163	0
Prtg	9;9	72806874;72910627	72917291;72912305	+;+	110418	0
RP23-461P14.5	9	72827257	72827563	-	307	0
Pygo1	9	72925645	72952181	+	26537	0
Dyx1c1	9;9	72958785;72958785	72973061;72973064	+;+	14280	0
Gm20510	9	72958852	73016319	+	57468	0
Gm23567	9	72969602	72969708	+	107	0
Gm5918	9;9	72979722;72983454	72985376;72985382	-;-	5661	0
Ccpg1	9;9;9;9;9;9;9;9;9;9	72985429;72985504;72985578;72985586;72985605;72985605;72985608;72985619;73009888;73014973	73016340;73001735;73013938;72988060;73016338;73016000;73002007;73013931;73011977;73016340	+;+;+;+;+;+;+;+;+;+	30912	0
AC158997.1	9	73005211	73005316	+	106	0
Pigb	9;9;9;9;9;9;9;9;9	73007419;73008481;73013711;73014664;73015696;73017611;73022345;73029106;73032970	73040378;73015657;73039699;73039651;73039699;73019204;73036775;73032145;73034757	-;-;-;-;-;-;-;-;-	32960	0
RP24-176F12.14	9	73039718	73042773	+	3056	0
RP24-176F12.8	9	73039730	73042368	+	2639	0
Rab27a	9;9;9;9	73044854;73044857;73044984;73094833	73097629;73097592;73085320;73096415	+;+;+;+	52776	0
RP24-280G4.9	9	73060951	73061257	+	307	0
Khdc3	9;9;9;9	73101836;73102398;73102398;73102510	73102887;73104438;73104438;73104192	+;+;+;+	2603	0
Gm20509	9	73102470	73117920	+	15451	0
Rsl24d1	9;9;9;9	73113426;73113448;73113503;73114596	73122712;73123333;73122569;73122382	+;+;+;+	9908	0
Gm5745	9;9	73175427;73175429	73175741;73175741	-;-	315	0
RP23-339G10.1	9	73192483	73268115	+	75633	0
Unc13c	9;9	73479422;73480870	73968966;73933567	-;-	489545	0
RP24-84L8.2	9	73676533	73676692	-	160	0
